,date,Return_with_Dividends,Return_without_Dividends,RiskFree_Rate_1Month_Forward,Return_1Month_Forward,Sigma
0,1998-02-07,0.30427711401336727,0.14316654426478995,0.3506380683333342,0.055277053068079215,
1,1998-02-10,0.2919028412694556,0.15453412815901152,0.3630065146774902,0.025067610535512905,
2,1998-02-11,0.2692818600123315,0.17907233370191564,0.3657952556489541,0.04322730625201959,
3,1998-02-12,0.2904092219886481,0.1603659788431858,0.3771429729000297,0.056165311031400864,
4,1998-02-13,0.26834639380742337,0.14907941088311846,0.3502705179338905,0.07443235284966165,
5,1998-02-14,0.26189524945983333,0.11833192125964548,0.3430919328296979,0.07319235965274662,
6,1998-02-17,0.21221293923620155,0.12550549596499283,0.36390267766665774,0.10404038282588195,
7,1998-02-18,0.24630400027067534,0.11553217657830606,0.3661024384716231,0.08916570975980895,
8,1998-02-19,0.24397449372894137,0.1343794827061398,0.3776980401260685,0.09090304953772274,
9,1998-02-20,0.2550546407702517,0.11898248917047632,0.34703831015028563,0.07162253713272627,
10,1998-02-21,0.25596075659628464,0.12663598420132655,0.3431505394302548,0.061199534383160864,
11,1998-02-24,0.2546766339068981,0.13325758759941161,0.37192163094852315,0.08411029603457841,
12,1998-02-25,0.2524594788866806,0.17539257040338477,0.3603484421386406,0.07700687591615801,
13,1998-02-26,0.24117895509195986,0.12743506302004223,0.37930212318362705,0.07763841874299798,
14,1998-02-27,0.2540041617919085,0.09899582811382124,0.34361694398812825,0.08120179183732701,
15,1998-02-28,0.21233471319870878,0.1209234600413224,0.32508003230334537,0.08821343471517434,
16,1998-03-03,0.23275949137550184,0.09424087597808808,0.36169716438633603,0.09323292416693552,
17,1998-03-04,0.24474763372264113,0.1380159998905055,0.3646457155100432,0.09580449398873547,
18,1998-03-05,0.2673339596285846,0.12702730788600805,0.36797817478797457,0.08380194005615109,
19,1998-03-06,0.26102880831821457,0.15392432363802908,0.35235521898427885,0.0726773700247382,
20,1998-03-07,0.2609322950458721,0.1416689496266214,0.3278006116144423,0.07156473435421017,
21,1998-03-10,0.2681657163737022,0.16162681930401082,0.3549260210084904,0.06802149760111068,
22,1998-03-11,0.2616821239426416,0.16792900326465995,0.36275545543729776,0.05731207310053271,
23,1998-03-12,0.2668853467338484,0.16373954501265378,0.356346303325055,0.07877991605525857,
24,1998-03-13,0.2854027653415674,0.13307492373620242,0.3441008255643074,0.0808868662189425,
25,1998-03-14,0.24284331334466674,0.16398178508383143,0.3295992948983893,0.0703636067617082,
26,1998-03-17,0.2621432970215365,0.15616181303293694,0.3609379487379785,0.09182093777806108,
27,1998-03-18,0.2528749583971529,0.1424472226573235,0.36248535231159723,0.07483008843476531,
28,1998-03-19,0.27127414981122133,0.1488572854329426,0.3712413255436262,0.08547796933290128,
29,1998-03-20,0.25224761419304637,0.12751549096738252,0.34994706717384644,0.12492584719463026,
30,1998-03-21,0.2556561342944607,0.11322489066185151,0.3358029274849092,0.10994197642321282,
31,1998-03-24,0.2284207626482715,0.12874516609435085,0.3615286170832162,0.11096290676939571,
32,1998-03-25,0.25318313621776845,0.14413520647202438,0.37225249434479984,0.10416386834049539,
33,1998-03-26,0.250552109109596,0.1383464443266437,0.3601480424731705,0.11215229015455727,
34,1998-03-27,0.24734630220345594,0.1310679229130795,0.3553568868099631,0.12493664701072668,
35,1998-03-28,0.232847022879542,0.13382475401093505,0.33076968647103666,0.10357302904466754,
36,1998-03-31,0.2569444583208963,0.16918465583660464,0.36551895473195034,0.13537052826144513,
37,1998-04-01,0.2612346187727633,0.1483708042126739,0.3674582175474256,0.1269040438153453,
38,1998-04-02,0.26781309161387407,0.139805362614521,0.3623404744849455,0.12098644160305021,
39,1998-04-03,0.2667659599238447,0.16666156888738573,0.34173498654911294,0.1267281113552191,
40,1998-04-04,0.2653891848196529,0.15794490612930073,0.32569514960538853,0.09712113324125453,
41,1998-04-07,0.27025512867206536,0.19083116485449692,0.36159999578836693,0.11039208130333465,
42,1998-04-08,0.28291493596461065,0.18931042251685534,0.35690425828406735,0.1206058768588739,
43,1998-04-09,0.28334666225996447,0.1407513909411114,0.35718937120839556,0.14804639563360938,
44,1998-04-10,0.2711409788389969,0.15935033029311407,0.3533542678761848,0.13256352072222358,
45,1998-04-11,0.27963056965922223,0.14481574113044193,0.336751109087162,0.13234587770922873,
